,title,dept_num,description,credits,instructor,syllabus,university,term,keyword,URL,new
1293,  *ENERGY TECHNOLOGY AND SOCIAL CHANGE,BRR 325,Science and technology co-evolve with a prosperous human society. The course discusses key issues surrounding the interaction between social changes and energy technologies. (Bacc Core Course)  ,3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/brr/,technolog
1320,  INFORMATION SYSTEMS SECURITY,BA 480,"Course emphasis is on security risk mitigation methods and procedures such as access control, identity management, intrusion prevention and detection, network and physical security, etc. These and other topics will be placed in both the operational and strategic context of the business. The course also addresses several IS governance and IS security frameworks within which the various security concepts, aspects, policies and procedures can be viewed and discussed.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ba/,inform
1321,  INFORMATION SECURITY GOVERNANCE,BA 482,"As a discipline cybersecurity covers software, hardware, networking, systems, individuals, organizations and applicable policies, laws and standards, among others. Given societies’ dependence on the security of global infrastructure and the increasing complexity of maintaining the security of those systems, there is a growing need for an interdisciplinary approach to study this topic. This course introduces several well-regarded and well-used IT and IT security governance frameworks which can be used to apply and govern security policies and protocols in organizations. The course also delves into SOC IT auditing. ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,govern,https://catalog.oregonstate.edu/archives/2018-2019/courses/ba/,inform
1322,  INFORMATION SECURITY GOVERNANCE,BA 482,"As a discipline cybersecurity covers software, hardware, networking, systems, individuals, organizations and applicable policies, laws and standards, among others. Given societies’ dependence on the security of global infrastructure and the increasing complexity of maintaining the security of those systems, there is a growing need for an interdisciplinary approach to study this topic. This course introduces several well-regarded and well-used IT and IT security governance frameworks which can be used to apply and govern security policies and protocols in organizations. The course also delves into SOC IT auditing. ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ba/,inform
1326,  BUSINESS LAW - TECHNOLOGY/NEW VENTURES,BA 531,"An integrative course on managing legal and ethical issues for new ventures. Focuses on business law for founders of start-up companies including formation of new business entities, protecting intellectual property, workforce management and global issues. Topics presented from an entrepreneurial perspective and include technology law, e-commerce law and government regulation. Students develop skills to identify and resolve legal and ethical issues, deal with administrative agencies, and proactively manage legal liability. Considerations of ethics and corporate responsibility are emphasized.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,law,https://catalog.oregonstate.edu/archives/2018-2019/courses/ba/,technolog
1336,"  TRANSPORTATION SYSTEMS ANALYSIS, PLANNING, AND POLICY",CE 591,The systems approach and its applications to transportation engineering and planning. The making of transportation plans and policies. Development of transportation models. Transportation system performance. Decision analysis. Evaluation of transportation projects. Environmental and social impacts of transportation.  ,3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,polic,https://catalog.oregonstate.edu/archives/2018-2019/courses/ce/,system
1356,  *COMMUNICATIONS SECURITY AND SOCIAL MOVEMENTS,CS 175,"Equipping students with the theory and practice of communications security, this course explores how social movements can remain effective in the context of mass surveillance and state repression. Lec/rec. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,
1358,  INTRODUCTION TO SECURITY,CS 370,"Introductory course on computer security with the objective to introduce concepts and principles of computer systems security. Notions of security, basic crytographic primitives and their application, basics of authentication and access control, basics of key-management, basics of malware and software security.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,
1359,  *SOCIAL AND ETHICAL ISSUES IN COMPUTER SCIENCE,CS 391,"In-depth exploration of the social, psychological, political, and ethical issues surrounding the computer industry and the evolving information society. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,ethic,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,comput
1360,  *SOCIAL AND ETHICAL ISSUES IN COMPUTER SCIENCE,CS 391,"In-depth exploration of the social, psychological, political, and ethical issues surrounding the computer industry and the evolving information society. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,comput
1361,  *SOCIAL AND ETHICAL ISSUES IN COMPUTER SCIENCE,CS 391H,"In-depth exploration of the social, psychological, political, and ethical issues surrounding the computer industry and the evolving information society. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,ethic,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,comput
1362,  *SOCIAL AND ETHICAL ISSUES IN COMPUTER SCIENCE,CS 391H,"In-depth exploration of the social, psychological, political, and ethical issues surrounding the computer industry and the evolving information society. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,comput
1363,  NETWORK SECURITY,CS 478,"Basic concepts and techniques in network security, risks and vulnerabilities, applied cryptography and various network security protocols. Coverage of high-level concepts such as authentication, confidentiality, integrity, and availability applied to networking systems. Fundamental techniques including authentication protocols, group key establishment and management, trusted intermediaries, public key infrastructures, SSL/TLS, IPSec, firewalls and intrusion detection CROSSLISTED as ECE 478.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,
1364,  CYBER-SECURITY,CS 578,"A broad overview of the field of computer and network security. Essential cryptographic mechanisms such as symmetric and public-key cryptography (e.g., encryption, signatures), network security and authentication protocols (e.g., Kerberos, TLS, IPSec), system security (e.g., access control, firewalls), advanced topics (e.g., searchable encryption, cloud security, secure computation). CROSSLISTED as ECE 578.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/cs/,cyber
1423,  POWER SYSTEM ANALYSIS,ECE 433,"Fundamentals and control of real and reactive power, steady-state load flow studies, unbalance, stability and transient system analysis.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,power,https://catalog.oregonstate.edu/archives/2018-2019/courses/ece/,system
1424,  NETWORK SECURITY,ECE 478,"Basic concepts and techniques in network security, risks and vulnerabilities, applied cryptography and various network security protocols. Coverage of high-level concepts such as authentication, confidentiality, integrity, and availability applied to networking systems. Fundamental techniques including authentication protocols, group key establishment and management, trusted intermediaries, public key infrastructures, SSL/TLS, IPSec, firewalls and intrusion detection. CROSSLISTED as CS 478.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ece/,
1426,  POWER SYSTEM ANALYSIS,ECE 533,"Fundamentals and control of real and reactive power, steady-state load flow studies, unbalance, stability and transient system analysis.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,power,https://catalog.oregonstate.edu/archives/2018-2019/courses/ece/,system
1427,  POWER SYSTEM PROTECTION,ECE 536,"Fundamentals of protective relaying. Relay input sources. Generation, transmission, and distribution systems protection. Stability and load shedding.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,power,https://catalog.oregonstate.edu/archives/2018-2019/courses/ece/,system
1428,  DATA SECURITY AND CRYPTOGRAPHY,ECE 575,"Secret-key and public-key cryptography, authentication and digital signatures, protocols, implementation issues, privacy enhanced mail, data and communication security standards.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ece/,data
1429,  CYBER-SECURITY,ECE 578,"A broad overview of the field of computer and network security. Essential cryptographic mechanisms such as symmetric and public-key cryptography (e.g., encryption, signatures), network security and authentication protocols (e.g., Kerberos, TLS, IPSec), system security (e.g., access control, firewalls), advanced topics (e.g., searchable encryption, cloud security, secure computation). CROSSLISTED as CS 578.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ece/,cyber
1430,"  THE SCIENCE, ENGINEERING AND SOCIAL IMPACT OF NANOTECHNOLOGY",ENGR 221,"Nanotechnology is an emerging engineering field that manipulates atoms and molecules to fabricate new materials and tiny devices. Properties of nanostructured materials, manufacturing methods, characterization methods, and impact on health and safety. Benefits and concerns about nanotechnology will be assessed. Lec/rec. CROSSLISTED as MATS 221.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/engr/,technolog
1505,  FIXED INCOME SECURITIES,FIN 440,"Provides students with intermediate knowledge of fixed income assets, interest rate and interest rate theory, the tools for estimating values, and managing portfolios of fixed income assets. The course can also serve as a partial coverage of material expected of applicants planning on seeking the Certified Financial Analyst designation.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/fin/,
1534,  SOFTWARE TOOLS IN QUANTITATIVE SOCIAL SCIENCE RESEARCH,FES 202,"Develop and apply software skills to analyze quantitative social science data, then interpret and present results. Using software, students will conduct statistical analysis of primary and/or secondary data (for example, their own survey data or data from sources such as the US Census American Community Survey). ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/fes/,softwar
1567,"  GEOSPATIAL PERSPECTIVES ON INTELLIGENCE, SECURITY, AND ETHICS",GEOG 464,"Applications and implications of geospatial science (GIS, remote sensing, and spatial analysis) in intelligence, human, environmental, and ethical domains. Concepts and practices of ethics in geospatial science, including data access, management, visualization, and decision-making. Equivalent course is GEO 567. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,ethic,https://catalog.oregonstate.edu/archives/2018-2019/courses/geog/,intellig
1568,"  GEOSPATIAL PERSPECTIVES ON INTELLIGENCE, SECURITY, AND ETHICS",GEOG 464,"Applications and implications of geospatial science (GIS, remote sensing, and spatial analysis) in intelligence, human, environmental, and ethical domains. Concepts and practices of ethics in geospatial science, including data access, management, visualization, and decision-making. Equivalent course is GEO 567. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/geog/,intellig
1571,  SOCIAL-ECOLOGICAL SYSTEMS,GEOG 512,"Exploration of critical debates surrounding theories associated with social-ecological systems, resilience, vulnerability, adaptation, social learning, transformation, adaptive governance. Equivalent course is GEO 554. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/geog/,system
1572,"  GEOSPATIAL PERSPECTIVES ON INTELLIGENCE, SECURITY, AND ETHICS",GEOG 564,"Applications and implications of geospatial science (GIS, remote sensing, and spatial analysis) in intelligence, human, environmental, and ethical domains. Concepts and practices of ethics in geospatial science, including data access, management, visualization, and decision-making. Equivalent course is GEO 567. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,ethic,https://catalog.oregonstate.edu/archives/2018-2019/courses/geog/,intellig
1573,"  GEOSPATIAL PERSPECTIVES ON INTELLIGENCE, SECURITY, AND ETHICS",GEOG 564,"Applications and implications of geospatial science (GIS, remote sensing, and spatial analysis) in intelligence, human, environmental, and ethical domains. Concepts and practices of ethics in geospatial science, including data access, management, visualization, and decision-making. Equivalent course is GEO 567. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/geog/,intellig
1575,"  COASTAL HAZARDS: PROCESSES, RESPONSE, AND ADAPTATION",GEO 550,"Coastal hazards and the associated risks they pose to rapidly expanding coastal communities. Examination of coastal hazards from a trans-disciplinary perspective including the physical processes, the coastal response, and coastal adaptation/management options for dealing with the hazards. Emphasizes probabilistic and other user-inspired approaches for assessing coastal vulnerability to the various hazards.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,respons,https://catalog.oregonstate.edu/archives/2018-2019/courses/geo/,process
1730,  ACCOUNTING INFORMATION MANAGEMENT,ACTG 378H,"Introduces students to the field of information management. Topics include information systems technology, the strategic role of IT, the business applications of networks, databases and Internet technologies, the system life cycle model, systems analysis and design methodologies, and the development and implementation of information systems. Lec/rec. ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,account,https://catalog.oregonstate.edu/archives/2018-2019/courses/hc/,inform
1742,  *SOCIAL AND ETHICAL ISSUES IN COMPUTER SCIENCE,CS 391H,"In-depth exploration of the social, psychological, political, and ethical issues surrounding the computer industry and the evolving information society. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,ethic,https://catalog.oregonstate.edu/archives/2018-2019/courses/hc/,comput
1743,  *SOCIAL AND ETHICAL ISSUES IN COMPUTER SCIENCE,CS 391H,"In-depth exploration of the social, psychological, political, and ethical issues surrounding the computer industry and the evolving information society. (Bacc Core Course)  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/hc/,comput
1818,  SOCIAL PROGRAM AND POLICY EVALUATION,HDFS 534,Models of evaluation and application of applied research methods to social programs and policies.  ,4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/hdfs/,program
1819,  SOCIAL PROGRAM AND POLICY EVALUATION,HDFS 534,Models of evaluation and application of applied research methods to social programs and policies.  ,4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,valu,https://catalog.oregonstate.edu/archives/2018-2019/courses/hdfs/,program
1820,  SOCIAL PROGRAM AND POLICY EVALUATION,HDFS 534,Models of evaluation and application of applied research methods to social programs and policies.  ,4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,polic,https://catalog.oregonstate.edu/archives/2018-2019/courses/hdfs/,program
1843,"  THE SCIENCE, ENGINEERING AND SOCIAL IMPACT OF NANOTECHNOLOGY",MATS 221,"Nanotechnology is an emerging engineering field that manipulates atoms and molecules to fabricate new materials and tiny devices. Properties of nanostructured materials, manufacturing methods, characterization methods, and impact on health and safety. Benefits and concerns about nanotechnology will be assessed. Lec/rec. CROSSLISTED as ENGR 221.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/mats/,technolog
1848,  ADVANCED POWER GENERATION SYSTEMS,ME 544,"Thermal mechanical evaluation of modern power generation technologies, including fossil and nuclear Rankine cycle power plants, gas turbines, cogeneration power plants, distributed power generation and fuel cells. Lec/rec.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,power,https://catalog.oregonstate.edu/archives/2018-2019/courses/me/,system
1869,  *SOCIETAL ASPECTS OF NUCLEAR TECHNOLOGY,NSE 319,Description and discussion of nuclear-related issues as they impact society. (Bacc Core Course)  ,3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,societ,https://catalog.oregonstate.edu/archives/2018-2019/courses/nse/,technolog
1870,  NUCLEAR SECURITY SCIENCE,NSE 522,"Explores the nuclear fuel cycle from the perspective of nuclear security and safeguards and in the context of current international nuclear policies. Nuclear threats are balanced with the past history of nuclear weapons use, current nonproliferation technology, and the future international growth of the nuclear industry. Critical thinking will be assessed by way of in-class discussions, journal article reviews, written analysis of fuel cycle signatures, and conducting research. Signatures including radiological and morphological characteristics of nuclear material is introduced as well as the techniques for the detection of special nuclear materials. ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/nse/,
1871,  NUCLEAR SECURITY SYSTEM DESIGN,NSE 525,"Studies the science and engineering associated with the design, evaluation, and implementation of systems to secure nuclear and radiological materials. Topics include adversary characterization, target categorization and the consequences of failure to protect targets, detection and delay technologies, on-site and off-site response and response strategies, insider threat evaluation, and mathematical methods for evaluating risk due to the threat and the security system design. Students will become familiar with the components of a sustainable nuclear security program and their interconnections, and learn about the planning of nuclear security activities at both the state and facility level. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/nse/,system
1873,  FOOD AND NUTRITION PROGRAM MANAGEMENT AND EVALUATION,NUTR 552,"Introduction to the evaluation of outcomes and impacts of food/nutrition-related systems, performance, interventions, programs and/or policies. Application of methods used to appraise problems or activities, as well to conceptualize, create, implement and administer evaluations in order to make decisions regarding their outcomes, impacts, efficiency and cost effectiveness. A case study approach across a range of food and nutrition-related public, government and private organizations will introduce the breadth of approaches in such evaluations. ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,valu,https://catalog.oregonstate.edu/archives/2018-2019/courses/nutr/,program
1994,  JUDICIAL PROCESS AND POLITICS,PS 326,"Study of the operation, processes, behavior and influence of the state and federal judiciaries, as well as current research in the judiciary as it relates to politics.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,polit,https://catalog.oregonstate.edu/archives/2018-2019/courses/ps/,process
2030,  TERRORISM AND GLOBAL SECURITY,PS 428,Examines US and global security in light of the challenges posed by terrorist organizations. ,4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ps/,
2053,  TERRORISM AND GLOBAL SECURITY,PS 528,Examines US and global security in light of the challenges posed by terrorist organizations. ,4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,secur,https://catalog.oregonstate.edu/archives/2018-2019/courses/ps/,
2098,  ^PLANNING AND EVALUATING HEALTH PROMOTION PROGRAMS,H 476,"A systematic approach to planning, implementing and evaluating health promotion programs in a variety of health related settings. Students will be writing a series of drafts to effectively develop a health promotion program plan. (Writing Intensive Course)  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,valu,https://catalog.oregonstate.edu/archives/2018-2019/courses/h/,program
2101,  CRITICAL ASSESSMENT OF INTERNATIONAL HEALTH PROGRAMS,H 527,"Introduces the critical evaluation framework of assessing international health development programs, based on self-determination and community ownership principles. The framework of assessment method includes three levels: upstream evaluation, midstream evaluation, and downstream evaluation.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,critic,https://catalog.oregonstate.edu/archives/2018-2019/courses/h/,program
2109,  EVALUATION OF HEALTH PROMOTION AND EDUCATION PROGRAMS,H 575,"Provides theoretical and practical bases for program evaluation. Develops basic skills in a variety of approaches to evaluation, including techniques that are particularly suitable for evaluating health promotion, community health improvement, and related health and social services programs. Course learning is synthesized through designing an evaluation framework and methodology for a relevant program.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,valu,https://catalog.oregonstate.edu/archives/2018-2019/courses/h/,program
2114,"  GLOBAL HEALTH SYSTEMS, POLICY AND POLITICS",H 622,"Focuses on learning to identify key stakeholders in the politics of global health, and to be able to describe political and policy processes involved in negotiating global health decisions. Employment of theories and evidence from both the global North and South to explain political processes affecting public health practice and programs.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,polit,https://catalog.oregonstate.edu/archives/2018-2019/courses/h/,system
2115,"  GLOBAL HEALTH SYSTEMS, POLICY AND POLITICS",H 622,"Focuses on learning to identify key stakeholders in the politics of global health, and to be able to describe political and policy processes involved in negotiating global health decisions. Employment of theories and evidence from both the global North and South to explain political processes affecting public health practice and programs.  ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,polic,https://catalog.oregonstate.edu/archives/2018-2019/courses/h/,system
2225,  SOCIAL ROBOTICS,ROB 568,"In-depth exploration of the leading research, design principles, and challenges in Human-Robot Interaction (HRI), with an emphasis on socially interactive robots. Topics include social embodiment, multi-modal communication, human-robot teamwork, social learning, aspects of social psychology and cognition, as well as applications and evaluation with human subjects. Requires participation, lightning talks, student-led lectures, written critiques of class readings, and a group project involving a hypothetical social robotics project. ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/rob/,robot
2254,  *SCIENCE AND TECHNOLOGY IN SOCIAL CONTEXT,SOC 456,"Study of social aspects of science and technology (values, practices, organization, impacts) by analysis of issues revealing their relationship to other social and cultural processes. (Bacc Core Course)  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/soc/,technolog
2272,  SCIENCE AND TECHNOLOGY IN SOCIAL CONTEXT,SOC 556,"Study of social aspects of science and technology (values, practices, organization, impacts) by analysis of issues revealing their relationship to other social and cultural processes.  ",4 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/soc/,technolog
2291,  INFORMATION AND GLOBAL SOCIAL JUSTICE,UEXP 290,"In preparing for any trip, many questions come up. In this course you will ask yourself questions, from the simple to the more complex. We will begin class on the OSU campus and continue on location in Spain or Italy. In-country, you will immerse in the local culture via a homestay, participate in service-learning, visit museums, explore cultural and historic locations, and attend lectures. While seeking answers to our questions we will reflect on the forces (politics, access, linguistic, economic, etc.) that affect the information available to us. This class has no language requirement. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,justic,https://catalog.oregonstate.edu/archives/2018-2019/courses/uexp/,inform
2292,  INFORMATION AND GLOBAL SOCIAL JUSTICE,UEXP 290,"In preparing for any trip, many questions come up. In this course you will ask yourself questions, from the simple to the more complex. We will begin class on the OSU campus and continue on location in Spain or Italy. In-country, you will immerse in the local culture via a homestay, participate in service-learning, visit museums, explore cultural and historic locations, and attend lectures. While seeking answers to our questions we will reflect on the forces (politics, access, linguistic, economic, etc.) that affect the information available to us. This class has no language requirement. ",3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,social,https://catalog.oregonstate.edu/archives/2018-2019/courses/uexp/,inform
2310,  *GENDER AND TECHNOLOGY,WGSS 320,Explores women's contributions and focuses in technology fields. Analyzes gendered nature of technology. Theory and practice of technologies. (Bacc Core Course)  ,3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,gender,https://catalog.oregonstate.edu/archives/2018-2019/courses/wgss/,technolog
2362,  GENDER AND TECHNOLOGY,WGSS 525,Explores women's contributions and focuses in technology fields. Analyzes gendered nature of technology. Theory and practice of technologies for change and activism.  ,3 Credits,Not Listed,Not Listed,Oregon State University,2018-19,gender,https://catalog.oregonstate.edu/archives/2018-2019/courses/wgss/,technolog
